acc_x,acc_y,acc_z,gy_x,gy_y,gy_z,pitch,roll,yaw,direction,trainable
0.0541,0.0505,0.9548,0.2349,0.1398,-2.8431,151.691,1.0178,356.7819,right,train
-0.0091,0.0243,0.978,-0.1038,0.0078,-1.5096,131.9389,357.9466,354.589,right,train
-0.0555,0.0784,1.0308,0.2887,0.0063,1.2525,142.363,359.7984,357.838,right,train
-0.0067,0.0537,0.9577,-0.2278,0.0155,2.6819,174.2261,1.7709,357.412,right,train
-0.0158,0.0961,0.9541,-0.2083,0.5778,2.3089,202.7618,8.527,357.2191,right,train
0.0024,-0.0087,0.986,0.066,0.0344,1.1364,217.0608,9.1081,1.0091,right,train
0.0216,0.0347,0.9221,-0.3543,-0.0126,0.0002,219.0831,5.1854,357.4297,right,train
-0.0274,-0.0796,1.0111,0.1408,0.1398,-1.9537,202.7095,6.3922,353.5483,right,train
-0.0555,-0.0217,1.0089,0.402,-0.6602,-2.1782,180.5526,359.2218,356.2079,right,train
0.0606,0.0738,0.9599,-0.2315,0.5084,-2.1391,160.6302,1.8305,356.1159,right,train
0.0068,0.1158,0.9643,0.0871,-0.2762,-2.1492,134.607,355.9823,0.7732,right,train
-0.1659,0.1488,0.9548,-0.3204,0.3413,-0.089,128.6496,358.168,0.6415,right,train
-0.134,0.085,0.9416,0.0492,0.3001,1.5225,142.6897,0.7767,1.6375,right,train
-0.0958,0.1163,1.0062,-0.047,-0.2436,2.0136,160.8063,359.7068,1.076,right,train
-0.0039,0.0335,0.9619,-0.6399,0.5603,1.9116,186.9117,2.3579,355.1433,right,train
-0.0471,0.0731,0.9219,0.0284,-0.0154,1.3804,204.2795,3.341,359.2,right,train
0.0022,-0.0193,1.0681,-0.3509,-0.1018,-0.0948,210.2739,1.7077,351.335,right,train
-0.0508,-0.0386,0.9992,0.2477,0.0216,-1.8364,195.5656,0.5923,351.8001,right,train
0.0322,0.0622,0.9931,0.2343,0.0429,-2.3138,176.0842,358.4557,353.9966,right,train
0.0107,0.1122,0.9843,0.0629,0.1373,-2.1525,157.5685,357.9779,357.4803,right,train
0.0449,0.1175,0.9248,-0.3922,-0.7115,-2.0823,138.1155,349.5257,358.756,right,train
-0.0753,0.0988,0.9894,-0.0406,0.2277,1.0316,143.8145,352.1186,358.0262,right,train
-0.1209,0.0719,0.9402,-0.1771,0.3768,2.8538,169.3222,356.8736,355.384,right,train
0.0075,-0.0586,1.004,-0.2752,0.0683,2.352,199.1428,4.3902,349.9538,right,train
0.0737,-0.0364,0.917,-0.1805,0.0732,1.1092,215.1788,4.2696,354.1316,right,train
0.1062,0.0561,1.0876,0.2502,-0.0078,-1.158,205.9554,5.7984,356.3719,right,train
0.0502,-0.0171,0.9953,0.3165,0.1004,-2.5484,174.905,6.1323,356.5384,right,train
-0.0264,0.0964,0.9589,0.2294,-0.0356,-1.8358,148.2273,7.6376,356.8707,right,train
-0.0104,0.0403,0.9648,-0.3277,-0.0441,-0.8819,135.62,3.4603,353.4847,right,train
0.0015,0.0571,0.9853,-0.2242,0.0826,1.9837,156.3998,6.1296,357.2473,right,train
0.0609,-0.0661,0.9497,0.1805,0.0619,1.7677,180.6066,4.3632,1.0501,right,train
0.0286,0.0381,0.9731,0.0855,0.0072,1.8175,201.6294,2.4364,3.9495,right,train
0.0233,0.0692,0.9794,-0.1389,0.0359,0.7693,212.9032,0.8284,4.0457,right,train
0.0398,0.0512,0.9682,-0.1915,-0.1538,0.0225,212.0954,358.9868,1.9611,right,train
0.0662,0.0347,1.0133,-0.0696,0.0289,-1.2771,201.5274,359.4986,1.3875,right,train
0.0567,0.0236,0.9826,-0.1527,0.126,-1.5856,186.7712,359.7796,0.4945,right,train
-0.0294,-0.0328,0.9716,0.2526,0.4657,-2.3196,167.1145,3.1928,2.0062,right,train
-0.0084,-0.0273,0.8741,-0.0021,-0.1589,-2.7591,144.4449,4.7133,2.0618,right,train
-0.0015,0.024,0.9741,-0.3173,-0.2518,-1.7836,128.1761,0.7704,357.3009,right,train
-0.0351,-0.0157,0.9962,0.4609,0.4284,0.9201,134.3289,5.9578,0.9562,right,train
-0.0447,0.0765,0.9918,-0.5656,0.0045,2.3566,154.3471,5.6052,359.8727,right,train
0.0458,-0.0446,0.9434,-0.0815,-0.2979,2.3251,175.3081,2.6629,0.4687,right,train
0.0499,-0.0022,1.0045,0.1769,0.1224,1.9659,192.0645,3.5603,1.343,right,train
0.1239,0.0532,0.9692,0.1998,0.2241,1.571,206.5639,2.593,4.1401,right,train
0.0567,0.0563,1.0033,-0.0678,-0.0948,0.2131,210.738,0.3272,3.7837,right,train
0.08,-0.0432,0.9341,-0.7837,-0.0389,-2.5444,185.8668,359.0845,355.553,right,train
-0.0267,-0.0533,0.984,0.5767,0.1563,-2.286,154.8871,3.4448,4.4925,right,train
0.031,0.052,0.937,-0.613,-0.509,-2.2283,125.6554,357.648,357.5671,right,train
0.0041,-0.088,1.0014,0.1042,0.218,0.7757,131.5476,0.2978,357.5822,right,train
0.0056,0.0046,0.984,0.2325,-0.0401,2.0441,156.7706,359.3976,359.292,right,train
0.0405,-0.0437,0.907,-0.3558,0.1324,2.5087,186.9787,2.6281,359.0075,right,train
-0.0086,0.0046,0.9214,-0.0473,0.1963,1.3936,207.4314,0.0065,0.189,right,train
0.0439,0.0342,1.0001,-0.2147,0.1492,-0.8187,200.2275,0.4335,357.2898,right,train
-0.0109,-0.0379,1.0094,0.0223,-0.1932,-3.3025,160.898,359.1036,359.4645,right,train
-0.0165,-0.0615,0.9577,0.1359,0.0677,-2.33,133.0578,2.4694,1.5446,right,train
-0.0059,0.0138,0.9775,0.0504,-0.136,-1.2729,120.0594,0.2656,2.3476,right,train
-0.0622,-0.0215,1.0077,-0.1588,0.0637,1.5115,131.9215,0.199,1.9862,right,train
0.0048,-0.013,1.0082,-0.0043,-0.0811,2.7103,164.2776,0.7528,0.0902,right,train
-0.1812,0.0187,1.0364,0.2596,0.2164,3.0728,191.5434,4.0526,1.4739,right,train
-0.0432,-0.0485,0.9694,0.0037,0.1123,1.3151,209.3493,7.8799,358.8294,right,train
0.0611,-0.0123,1.0031,-0.2092,-0.1186,-0.4387,204.7994,4.7084,355.0983,right,train
-0.0649,-0.0454,0.9382,0.2853,0.2415,-2.7188,172.4847,2.8711,357.241,right,train
-0.0348,-0.0502,1.0384,0.3598,0.0634,-2.3123,143.2639,6.1181,357.8335,right,train
0.0015,0.035,0.9385,0.1399,-0.2515,-1.9961,119.2595,0.5205,0.081,right,train
-0.0943,0.0337,1.0435,0.3552,0.2036,1.4931,132.8026,4.4721,3.49,right,train
-0.0467,0.117,0.9879,0.0449,0.3221,2.6211,166.7874,4.2198,6.738,right,train
-0.0067,0.1165,0.929,-0.2061,0.3239,1.9238,191.105,3.8159,6.766,right,train
-0.0086,0.0333,0.997,-0.4294,0.0197,1.4146,207.2944,3.6488,0.7558,right,train
0.0383,-0.0212,1.013,-0.3564,-0.184,-0.4125,205.3331,1.4193,355.4201,right,train
0.0662,0.0301,0.9909,0.1008,-0.0991,-1.7081,183.5267,359.6664,359.827,right,train
-0.0168,-0.0217,0.9979,0.2523,0.0268,-2.618,150.1803,1.5214,4.6148,right,train
-0.0595,0.1063,0.9843,-0.0488,-0.1027,-1.2545,133.2593,0.7419,6.8657,right,train
-0.0652,0.0393,0.9994,0.3333,0.3636,1.6083,149.7626,0.5145,12.3692,right,train
-0.0676,0.1522,1.0374,-0.4236,0.4046,2.3126,178.527,3.9153,7.7015,right,train
-0.1032,-0.0297,1.0399,0.1359,-0.3773,1.7265,204.8916,358.8113,5.4087,right,train
-0.0109,0.1333,0.9131,-0.4716,-0.0829,-0.7216,198.7258,356.8472,4.6161,right,train
0.0664,-0.0075,0.9806,-0.3674,-0.052,-2.0957,173.5666,356.8025,1.2409,right,train
-0.0069,0.0243,1.0052,0.2893,-0.2561,-1.801,154.219,355.693,6.7266,right,train
0.0209,0.1408,0.9663,0.0348,-0.2042,-1.8123,131.907,357.8596,8.4549,right,train
-0.0938,0.1267,0.946,-0.0727,0.3215,0.0051,126.601,1.5736,10.3131,right,train
0.0235,0.1491,0.9589,-0.2666,-0.0481,1.9171,147.7832,356.1734,9.4756,right,train
0.0465,-0.0654,0.9806,-0.2932,0.6037,2.4769,182.4985,357.0134,4.2874,right,train
-0.0454,0.0879,0.9246,0.092,0.3352,1.6807,202.4761,358.6022,4.5573,right,train
0.0044,0.0214,0.955,-0.4765,-0.3715,-0.0841,204.5955,353.5902,359.6353,right,train
0.0674,-0.0297,0.9585,0.6002,0.3914,-2.0337,179.2152,356.5289,7.6614,right,train
-0.0943,-0.0104,0.9987,0.7554,-0.425,-2.3468,148.6157,358.5349,17.2885,right,train
0,0.1063,0.9448,0.0483,-0.4699,-2.0642,122.5382,2.5553,16.711,right,train
-0.0543,0.0253,0.9965,0.034,0.0401,0.1386,123.5973,3.3578,16.2332,right,train
-0.0654,0.0634,0.9655,-0.2217,-0.1294,2.2501,147.8235,356.2126,13.83,right,train
-0.0501,-0.0142,1.016,-0.1871,0.3987,2.5512,180.8011,356.5794,6.1082,right,train
-0.1377,0.0243,0.9653,-0.1621,0.0618,1.9669,201.4269,357.5038,7.0199,right,train
0.0078,0.0097,1.0026,-0.1143,0.123,-0.2667,202.1234,359.3306,4.4703,right,train
-0.0264,-0.0625,1.0091,0.2827,-0.1492,-1.7804,186.4587,358.4755,4.8846,right,train
-0.019,0.0029,0.966,0.3007,0.0503,-1.8149,164.1088,3.0571,9.8743,right,train
-0.0607,0.0614,0.9619,0.1337,-0.2982,-2.376,135.6675,4.5247,8.3954,right,train
-0.0607,0.0371,0.9872,0.0454,-0.3648,-1.0966,119.2829,2.0036,8.1276,right,train
0.0095,0.034,0.9797,0.1749,0.0552,1.642,138.245,358.7366,10.6448,right,train
-0.021,0.0592,0.9356,-0.6128,0.1914,3.0537,174.9281,355.9408,4.061,right,train
-0.0573,0.0012,1.0057,0.2919,0.1615,1.5558,195.7567,0.3757,4.0276,right,train
0.0567,0.0549,0.9382,-0.3889,-0.3996,-0.4567,190.8266,359.4764,3.8524,right,train
0.0599,-0.0343,1.0489,0.2192,0.1318,-0.3296,186.5576,0.7786,4.3214,right,train
0.0555,-0.0847,0.9762,-0.1409,0.495,-1.6384,164.6634,8.6447,359.3273,right,train
-0.0597,-0.0649,1.0006,0.0915,-0.2099,-1.8039,141.2856,5.5807,355.6319,right,train
0.1249,-0.0683,0.9992,-0.4234,0.2864,-1.8418,120.1693,4.9328,348.6443,right,train
-0.0852,-0.0371,0.9626,0.1752,0.1178,0.1661,121.238,7.7582,352.1892,right,train
-0.0819,0.0002,0.9626,-0.078,-0.3963,1.3347,138.9762,7.1258,354.5808,right,train
0.1581,0.0362,0.9648,0.2693,0.2668,1.1401,157.2986,8.474,1.9162,right,train
0.0657,0.0134,0.9792,-0.104,-0.1586,1.718,176.9966,4.1896,3.4071,right,train
0.04,0.041,0.9507,-0.1999,-0.052,1.1756,190.3357,3.9488,1.5728,right,train
0.0592,-0.0297,0.9992,-0.0395,-0.0331,0.7913,200.7697,2.9499,1.1257,right,train
0.1026,0.0219,0.9363,-0.0497,-0.0439,-0.0003,199.1821,2.2952,0.2545,right,train
0.1004,0.0012,0.9743,-0.0631,-0.0424,-0.635,191.2488,1.5427,359.8113,right,train
0.0977,0.1034,0.9531,0.0203,-0.0384,-1.1726,177.2697,1.1749,0.0678,right,train
0.1292,0.0104,1.0123,-0.0597,0.292,-1.7236,160.059,1.2561,359.1805,right,train
-0.1281,-0.1566,1.0559,-0.3542,-0.1438,-1.1918,139.7577,359.1997,349.719,right,train
0.0764,-0.0596,0.9531,0.0521,-0.1542,-1.4316,128.6335,358.5184,351.7549,right,train
0.0029,-0.0965,0.9845,0.002,0.2151,-0.8513,119.6816,359.7585,352.7765,right,train
0.0015,0.0231,0.976,0.069,0.0169,-0.1416,120.1602,1.1236,353.2416,right,train
-0.0168,-0.0318,0.9694,-0.0992,-0.0478,0.3889,124.1315,1.6678,352.8016,right,train
0.1115,0.2559,0.9468,0.0248,0.4522,1.1757,133.5589,0.9416,355.7177,right,train
-0.0094,-0.0053,0.9066,-0.2269,0.5655,2.2499,163.1348,6.6577,353.5537,right,train
-0.0259,0.0437,1.0155,0.5602,0.6461,1.4124,180.7112,13.3274,2.9986,right,train
-0.0469,0.0119,0.9753,-0.8423,-0.2329,0.6802,191.3479,7.4269,358.6555,right,train
-0.0039,-0.0355,0.9699,-0.1584,0.326,-0.6817,185.9111,8.686,356.56,right,train
-0.1069,-0.0195,1.0155,0.3403,0.0542,-1.5894,165.2868,11.2348,358.4525,right,train
-0.017,-0.0509,0.9546,-0.0952,-0.1007,-1.7763,143.7236,6.8025,354.4344,right,train
0.0092,0.0388,0.9451,0.337,0.0884,-2.0488,124.3089,4.7241,359.7928,right,train
-0.0425,0.0126,0.9655,0.1641,0.2023,-1.4862,105.2745,7.3007,359.0731,right,train
-0.1135,-0.0217,1.006,0.0648,-0.2632,0.585,109.7928,4.3344,359.6584,right,train
-0.0037,0.0376,0.9928,0.3083,0.2258,2.0006,135.4004,3.9375,4.6918,right,train
0.0206,0.1192,1.0148,-0.1655,0.3822,2.1366,163.3931,3.5202,4.7734,right,train
-0.018,0.0563,0.9906,0.0248,0.0386,1.603,183.6141,1.4728,6.3459,right,train
0.0293,0.0015,1.0187,0.0285,0.0166,1.1256,195.8344,2.9003,5.9211,right,train
0.0405,0.0702,0.937,0.2447,0.3651,0.0172,199.7131,5.4192,7.762,right,train
0.0141,-0.0292,1.0584,0.2643,-0.104,-2.2733,173.7326,4.3189,5.1909,right,train
-0.0086,0.0493,0.9884,-0.459,-0.0616,-2.5317,142.9646,3.3387,359.3475,right,train
0.0184,0.0027,1.0009,0.6262,0.3767,-2.1972,117.732,5.4679,358.9958,right,train
-0.1168,0.0415,0.9628,-0.3182,-0.134,0.2462,117.424,2.8707,357.0939,right,train
-0.0052,0.0262,0.9507,-0.0369,0.169,1.9457,135.1083,4.3169,358.0931,right,train
-0.0237,0.1076,1.0284,0.1033,-0.148,2.5092,166.1209,3.1428,1.4165,right,train
0.0286,-0.0808,0.8997,-1.1758,-0.3429,2.4472,197.4664,0.7452,352.2368,right,train
0.0548,-0.0398,1.0576,0.5776,0.3505,1.3073,212.7995,6.8832,357.2972,right,train
0.0698,0.111,0.9689,-0.2792,0.0554,-0.0956,213.1509,6.9683,356.859,right,train
0.0509,0.0187,0.9034,-0.3057,0.1455,-1.8659,191.6297,5.4133,355.7988,right,train
-0.0407,-0.0548,0.9685,0.39,0.4632,-2.5922,157.7182,7.1646,357.9136,right,train
-0.0392,0.0335,0.976,-0.033,-0.356,-1.5571,139.9163,5.6564,356.5708,right,train
-0.0294,-0.0099,0.9624,-0.0461,-0.2726,-1.0232,125.4697,359.4338,355.3821,right,train
0.0034,-0.0145,0.976,-0.1362,-0.1932,0.7544,132.8401,358.0302,354.3165,right,train
0.0461,-0.0087,0.9621,-0.1982,0.0719,2.5076,162.5108,1.8751,351.1448,right,train
0.0262,-0.0608,0.9636,-0.0095,0.1242,2.0681,187.7239,5.9593,352.7969,right,train
0.0048,-0.0953,0.9992,-0.1976,-0.3126,1.1683,203.0397,8.8266,352.8587,right,train
0.0238,0.0136,0.9709,0.2895,0.4614,0.3485,210.6924,9.5773,358.9174,right,train
-0.0449,-0.0347,1.0014,-0.1313,-0.3645,-1.4099,194.9956,5.9358,352.6209,right,train
0.0213,0.0182,0.9555,0.3638,0.4055,-2.1392,167.2183,4.5528,354.4928,right,train
-0.0301,0.0044,1.0009,-0.0709,-0.3829,-2.0519,142.4199,358.0352,352.8548,right,train
0.0097,0.0153,0.9816,0.1527,0.0341,-1.3164,125.2268,355.9751,354.4852,right,train
0.0902,0.0527,0.9587,0.0082,0.0701,-0.6041,121.4342,356.6325,356.2461,right,train
-0.0449,0.0998,0.9694,0.0198,0.2582,1.1964,129.1911,358.9608,357.0186,right,train
0.0034,0.1248,1.0211,0.0812,0.7995,3.1157,166.0632,9.7257,0.419,right,train
-0.0133,-0.0704,0.9014,-0.8427,-0.4036,2.7416,203.4378,6.0605,353.8609,right,train
0.0133,-0.0376,1.0703,0.2932,-0.2787,0.8595,214.9071,7.261,356.8554,right,train
0,-0.0174,0.9589,-0.1924,-0.1315,-1.1093,205.018,6.5992,355.8864,right,train
0.1028,-0.0577,0.9782,-0.9172,0.7286,-2.8873,168.8381,3.6735,339.6214,right,train
0.0458,-0.089,1.0462,0.1765,0.1462,-2.0898,141.1092,355.1705,338.7143,right,train
0.0771,-0.0449,0.9443,-0.245,0.1266,-1.3271,125.1075,348.8562,338.7346,right,train
0.0378,0.0075,1.0096,0.1438,-0.1437,1.0061,132.9973,351.0985,340.1704,right,train
0.104,0.0027,0.9626,0.0458,-0.1251,2.4138,155.8522,357.4541,339.3006,right,train
0.1108,-0.083,0.9319,-0.4682,-0.006,2.492,178.6693,5.138,337.7158,right,train
0.0526,-0.1773,0.9914,0.8036,0.2295,1.3671,197.2033,14.6018,347.78,right,train
0.0252,-0.0376,0.997,0.3412,0.1822,1.2431,211.539,18.5479,355.8783,right,train
0.025,-0.0608,1.0949,-0.2425,-0.4885,0.1283,215.7334,12.0506,350.8161,right,train
0.0463,-0.0285,0.9407,0.1625,0.4882,-1.7373,192.6131,10.6866,345.7124,right,train
-0.0156,-0.0495,1.0396,0.1701,-0.2219,-2.2593,167.0445,1.6672,343.5103,right,train
0.0897,-0.0289,1.0177,-0.0379,0.0353,-2.2498,146.3173,355.9419,342.9873,right,train
-0.0785,0.1054,0.9604,0.171,-0.1455,-1.1548,132.8504,352.6761,348.8235,right,train
-0.0183,0.1029,0.9731,-0.0293,0.2378,1.1836,141.7756,356.2619,349.7704,right,train
0.0255,0.0665,1.052,0.2975,0.3664,2.4349,170.0665,3.712,350.021,right,train
0.0301,-0.0236,1.0825,0.0073,0.0191,1.6729,193.2672,9.7129,351.3418,right,train
0.056,-0.0183,1.0001,0.1497,0.0741,1.0999,207.1375,12.0374,355.7277,right,train
0.0145,0.0527,0.9553,0.2266,0.1339,0.5235,214.5393,13.6125,3.3119,right,train
0.025,0.0049,1.0718,0.2712,-0.3511,-1.7828,190.0969,9.02,358.5745,right,train
-0.0558,-0.0063,1.0189,0.3949,-0.0118,-2.8769,157.6893,8.6819,358.0032,right,train
0.0041,0.035,0.9646,-0.1402,-0.14,-2.1533,130.6967,0.3645,354.3634,right,train
-0.038,-0.0265,0.9987,-0.0505,0.077,-0.1399,124.714,0.1306,353.689,right,train
-0.0262,-0.001,1.0469,0.2058,0.048,1.7116,146.7438,2.7127,355.453,right,train
-0.0842,0.0609,1.0077,-0.1042,0.2661,2.4028,175.5614,7.5317,355.6144,right,train
-0.0802,-0.0111,0.9862,0.2641,0.1186,1.8038,200.1815,10.0514,4.1611,right,train
-0.056,0.06,0.9704,-0.2884,-0.0962,0.8054,209.0813,7.3395,1.1983,right,train
-0.0111,0.0473,1.0265,-0.0369,-0.041,-0.2394,207.5339,6.08,0.306,right,train
-0.0126,0.0575,1.0138,0.2915,0.2748,-1.3655,190.4824,5.5067,8.8616,right,train
-0.0079,0.0248,1.0167,0.2707,-0.4225,-1.9996,167.2994,4.897,7.8894,right,train
-0.0368,0.1702,0.9745,0.2545,-0.0831,-2.2302,140.5807,8.1143,9.794,right,train
-0.0718,0.1937,0.9843,0.1647,-0.4041,-1.8325,116.1735,7.5725,7.189,right,train
-0.0713,0.1144,0.9524,-0.2,-0.085,0.5926,120.4568,5.2037,6.9255,right,train
0.0022,0.1029,0.9962,0.0731,-0.0782,2.566,150.5671,357.5868,9.4857,right,train
0.0955,0.1243,0.9663,-0.0702,0.3191,3.059,185.1707,355.7154,7.6501,right,train
-0.019,0.0199,1.0238,-0.5454,0.5146,2.3873,217.6787,357.3322,3.8208,right,train
0.0878,-0.0405,0.9994,-0.1919,-0.0082,0.0124,220.7952,357.6563,2.434,right,train
0.0914,-0.1254,0.9312,0.0296,0.1406,-1.3858,201.2288,356.5342,3.4292,right,train
0.0514,-0.0449,0.958,-0.1439,-0.309,-2.8217,164.793,356.1957,8.4381,right,train
0.071,-0.0335,0.9531,0.4187,0.3669,-2.2994,137.6662,7.1666,10.9669,right,train
-0.0844,0.0937,1.0659,0.0784,-0.1374,0.7821,140.5277,6.2528,10.1806,right,train
0.0424,0.1287,0.9492,0.2522,0.3257,2.9183,171.8359,1.9475,17.1319,right,train
0.0124,-0.0207,1.0469,-0.1644,-0.196,1.7925,195.6083,355.2748,9.8923,right,train
0.0628,0.0731,0.9511,-0.1396,-0.1819,1.3218,210.5001,348.3369,9.5828,right,train
0.1435,0.0012,0.9655,0.0986,0.0053,-0.2667,211.5838,349.7813,9.9511,right,train
0.1084,-0.0145,1.0035,-0.3449,0.2628,-2.8247,184.3852,358.8727,8.6731,right,train
0.0044,-0.0179,1.0109,0.2935,0.8052,-2.8391,148.4547,13.8911,3.9699,right,train
-0.0869,0.0789,0.9575,0.3481,-0.5445,-2.3782,119.5717,9.8727,2.0073,right,train
-0.077,0.026,0.9823,-0.1479,-0.1135,-0.1125,114.5735,8.5566,359.6366,right,train
-0.0368,0.1102,0.9692,0.2061,-0.1297,3.1773,149.2983,6.1787,6.5821,right,train
0.0727,0.0505,0.9602,-0.0169,0.5584,3.2454,191.9036,3.0776,10.9962,right,train
-0.094,-0.0593,0.9568,-0.5697,-0.3835,1.5378,213.0311,358.9869,5.6456,right,train
0.0698,-0.0007,0.9833,0.0833,0.2212,0.1432,216.0145,1.3146,6.3517,right,train
0.0407,-0.0478,0.9989,-0.1354,-0.1639,-1.5315,198.9204,2.0304,3.2664,right,train
0.1607,0.0036,0.9758,-0.0303,0.1717,-1.5147,180.5032,2.2779,3.1535,right,train
0.0832,0.0362,0.9587,0.5241,0.4005,-3.2991,141.0889,9.4107,5.4356,right,train
-0.0276,0.0473,0.9614,-0.063,-0.2284,-1.5199,120.5439,9.0754,1.4565,right,train
0.0153,0.0255,0.9911,0.1032,-0.2229,0.0915,119.9203,6.406,0.8298,right,train
0.0996,0.0944,0.9697,0.1478,-0.1056,1.9385,143.6574,2.6232,5.3175,right,train
0.3009,0.032,0.9814,-0.1345,0.2487,2.1902,173.1354,1.714,2.34,right,train
0.122,-0.11,1.0204,0.2977,0.2799,1.1746,192.829,2.8605,4.9127,right,train
-0.0587,-0.0096,1.0074,-0.2233,-0.0674,1.1172,207.7212,4.1232,3.154,right,train
0.0078,-0.0458,1.0057,-0.0957,-0.097,-0.0203,210.0533,3.4024,1.4872,right,train
0.0058,0.0119,0.9446,0.1697,0.1969,-1.6104,189.2267,6.5179,3.4197,right,train
-0.0612,-0.0125,1.0564,0.0283,-0.071,-1.6037,166.8299,8.1741,0.1467,right,train
0.0604,0.0199,0.9999,0.4925,-0.3123,-2.1403,141.3364,4.9212,2.7957,right,train
0.0575,0.1129,0.9468,-0.1947,-0.1663,-1.794,116.3754,2.6716,3.455,right,train
-0.1061,0.0702,1.0191,-0.0753,-0.1684,0.1764,115.6512,1.0737,1.2822,right,train
-0.002,0.0129,1.055,0.6266,-0.3667,2.0908,144.1417,355.8231,3.658,right,train
0.0589,0.0473,0.9399,-0.2506,0.0631,2.3562,172.4918,356.4636,0.1927,right,train
0.0393,0.0415,1.0135,0.3291,0.436,1.4934,194.316,0.799,2.3073,right,train
0.0342,0.0707,0.89,-0.355,0.049,1.6379,212.7539,359.4003,1.9356,right,train
0.033,0.0845,0.9541,-0.1937,-0.0038,-0.2066,212.8889,359.2443,1.1741,right,train
0.138,0.0364,1.0077,0.2602,-0.1425,-2.4332,186.0261,357.6398,3.936,right,train
-0.0193,0.0546,0.9702,-0.2205,-0.0915,-1.5994,164.3601,357.4678,3.5541,right,train
0.0369,-0.1242,0.9767,0.3549,0.3862,-2.7347,136.1708,5.6444,1.3385,right,train
-0.062,0.0325,1.0021,0.0082,-0.2198,-1.1678,121.0489,5.3354,359.4731,right,train
-0.0679,0.032,0.9767,-0.0162,-0.1758,0.9843,129.0237,2.8158,359.7191,right,train
0.0046,0.0532,0.9999,0.2126,-0.1935,2.5288,158.5884,359.8522,0.5661,right,train
0.1634,-0.0729,1.004,0.2538,0.3501,2.2268,190.5435,359.9996,3.3446,right,train
0.0584,0.1221,1.0338,0.2605,0.3367,1.6904,209.2513,4.5297,4.1473,right,train
0.031,0.0223,0.939,-0.2187,-0.0811,0.301,212.2852,3.6124,0.6929,right,train
0.0395,-0.0371,0.9845,0.2651,-0.2677,-2.1437,189.3341,3.5575,1.5224,right,train
-0.0259,0.0138,1.0062,0.2269,-0.1379,-1.8767,165.8222,2.1599,1.5512,right,train
-0.0249,0.0512,0.8878,-0.3446,0.8077,-2.3052,139.5623,8.3763,0.5468,right,train
-0.06,0.0117,0.9794,0.2135,-0.3612,-1.366,122.2093,3.7175,359.1992,right,train
-0.0953,0.0165,1.0111,-0.1253,-0.1046,0.7408,126.8952,2.6216,357.6413,right,train
0.0652,0.0522,0.9789,0.1243,0.2573,2.6348,160.445,3.1836,1.1569,right,train
-0.0267,0.0158,0.9426,-0.5513,-0.2937,3.3492,192.8674,358.7773,358.2035,right,train
0.138,0.058,0.955,0.8295,0.6012,1.363,210.2665,1.8524,6.8737,right,train
0.0958,0.0541,0.997,-0.3201,-0.0243,-0.1202,211.0961,0.4489,3.7771,right,train
-0.0168,-0.056,0.8934,0.2242,0.0004,-2.1266,185.8308,0.7277,6.1599,right,train
0.0116,-0.0191,0.9767,-0.0406,-0.159,-2.3505,158.0249,359.7381,5.1222,right,train
0.0099,0.0838,0.9987,0.3518,0.1455,-1.6874,138.6636,4.615,8.7269,right,train
0.0315,0.0918,0.9443,0.0925,-0.2454,-1.1373,125.8984,1.3026,8.8859,right,train
0.025,0.0852,1.007,-0.0058,-0.0097,0.5176,128.7022,1.5332,9.3495,right,train
0.0165,0.0838,0.9953,0.3616,0.2549,2.0798,153.5118,359.9697,12.2609,right,train
0.0824,0.1003,0.9507,-0.0831,0.1959,2.3856,181.875,355.0078,13.4855,right,train
0.1537,0.1161,0.9353,-0.5141,0.6318,1.8679,204.6425,356.1363,6.9936,right,train
0.1123,0.0206,0.9845,-0.1347,0.2466,0.1749,208.5807,359.0622,5.6054,right,train
0.0548,-0.0036,0.9434,-0.164,0.0356,-1.826,187.3731,359.3114,5.818,right,train
0.0839,-0.0972,0.9994,-0.194,0.1736,-2.3563,167.3299,1.9269,2.259,right,train
0.0128,0.0354,0.9865,0.5388,0.9015,-2.6779,139.5286,10.4823,2.8279,right,train
0.025,-0.0362,0.9348,0.1826,-0.6159,-1.2637,120.3579,5.3291,2.1445,right,train
0.0499,0.0012,1.0079,-0.0077,0.1153,-0.2283,121.036,3.9894,1.6218,right,train
-0.038,0.0456,0.9536,-0.1149,0.0359,0.6116,122.6627,3.4324,0.0072,right,train
0.015,0.0937,1.0087,0.3689,0.4653,2.7155,149.5972,5.8103,4.766,right,train
0.0992,0.0724,1.0306,-0.1222,-0.2546,2.3645,179.835,358.3386,7.3111,right,train
0.1612,0.0694,0.9719,0.3424,0.1739,1.1095,194.3553,355.2738,8.0554,right,train
0.1479,0.0427,0.947,-0.0422,-0.3444,0.9837,202.5071,352.1779,6.0965,right,train
0.0897,-0.09,0.9706,-0.2062,-0.0765,0.0612,207.3063,352.6312,0.7658,right,train
0.1389,-0.0417,0.9397,0.6365,0.3553,-2.0065,189.0475,356.9774,7.7507,right,train
-0.0123,0.0163,1.0184,-0.0168,-0.2442,-1.2081,180.7646,359.5346,8.1435,right,train
-0.0538,-0.034,1.042,0.5436,-0.1434,-2.4925,150.4124,6.4905,7.8015,right,train
0.0218,0.0775,0.9519,-0.1369,-0.2186,-0.9708,137.9225,2.4831,5.0129,right,train
0.0609,0.0087,1.0106,0.193,0.0921,-2.2555,113.5626,8.4265,4.7919,right,train
